Kata,Noun,Verb
bukti,"bahan,burhan,cena,ciri,data,fakta,informasi,kebenaran,kenyataan,kesaksian,keterangan,masukan,nas,petunjuk,tanda",,,
bahan,"bakal,benih,materi,pelajaran,subjek,alamat,bulan-bulanan,,incaran,objek,sasaran,target,tujuan,bukti,data,fakta,informasi,keterangan,masukan,petunjuk",,,
bahan,"congkong,pecahan,kayu,selumbar,serpihan,kayu,suban,tahi,ketam,tarahan,kayu,tatal,bumbu,ramuan,resep",,,
ciri,"atribut,bukti,cap,cena,identitas,individualitas,jati,diri,karakter,keistimewaan,kekhasan,kekhususan,keunikan,kualitas,petunjuk,sifat,stigma,tanda",,,
data,"bahan,bukti,evidensi,fakta,informasi,keterangan,masukan,petunjuk,statistik",,,
fakta,"alasan,bahan,bainah,bukti,burhan,cena,dalil,data,fenomena,gejala,hakikat,hujah,informasi,kebenaran,kenyataan,kesahihan,keterangan,masukan,petunjuk,realitas,saksi,tanda",,,
informasi,"penerangan,penjelasan,bahan,berita,data,embaran,fakta,kabar,keterangan,laporan,liputan,warta",,,
keterangan,"amanat,bahan,bukti,data,fakta,informasi,maklumat,masukan,pemberitahuan,petunjuk,tanda,definisi,eksplanasi,klarifikasi,penjelasan,syarah",,,
masukan,"advis,anjuran,bukti,data,fakta,fatwa,informasi,nasihat,pengarahan,petuah,petunjuk,wejangan",,,
arah,"cita-cita,hadap,haluan,jurusan,kiblat,kompas,mata,angin,niat,panduan,pedoman,petun-juk,aspek,faktor,orientasi,penjuru,pihak,sebelah,segi,sisi,sudut,tala,arti,juntrungan,maksud,tembak,ujung,pangkal",,,
patokan,"barometer,kriteria,parameter,standar,tolok,ukur,ukuran,asas,dasar,hukum,kaidah,konvensi,norma,pedoman,pegangan,peraturan,petunjuk,pijakan,prinsip",,,
preskripsi,"aturan,petunjuk,resep",,,
kompas,"arah,panduan,pedoman,petunjuk",,,
manual,"buku,petunjuk,panduan,pedoman,tip",,,
resep,"keterangan,kiat",,,
tip,"bayaran,imbalan,komisi,persen,upah",,,
tip,"manual,nasihat,panduan,pedoman,petunjuk",,,
fatwa,"advis,ajaran,amanat,ceramah,jawaban,khotbah,kuliah,masukan,nasihat,panduan,pedoman,penerangan,pengarahan,penjelasan,peringatan,petuah,petunjuk,pidato,pitawar,putusan,taklimat,wejangan",,,
petuah,"advis,ajaran,amanat,fatwa,masukan,nasihat,pengarahan,pesan,petunjuk,pitawat,wejangan",,,
bisikan,"kisikan,alai-belai,bujukan,godaan,rayuan,buah,pikiran,gagasan,ide,ilham,inspirasi,kata,hati",,,
ilham,"ajaran,petunjuk,wahi,wahyu,wangsit,bisikan,buah,pikiran,gagasan,ide,inspirasi,kata,hati,sempena,hati,gerak,hati,sempena,hati,suara,halus",,,
wahyu,"ajaran,ilham,nubuat,petunjuk,ramalan,tajali,tanzil,visiun,wahi,wangsit",,,
wangsit,"ilham,petunjuk,wahyu",,,
laung,"jerit,pekik,seruan,tempik,teriakan",,,
ajakan,"anggapan,anjuran,bujukan,imbauan,invitasi,jemputan,lambaian,nasihat,panggilan,permintaan,persuasi,propaganda,seruan,undangan,usul",,,
anjuran,"ajakan,bujukan,dorongan,imbauan,panggilan,permintaan,seruan,undangan,advis,nasihat,petuah,petunjuk,rekomendasi,saran,usul",,,
lambaian,"ki,ajakan,anjuran,imbauan,panggilan,permintaan,seruan,undangan",,,
panggilan,,"ajakan,anjuran,imbauan,lambaian,,permintaan,seruan,undangan,julukan,nama,sapaan,sebutan",,
permintaan,"ajakan,amanat,anjuran,aplikasi,desakan,doa,pengharapan,imbauan,klaim,lamaran,panggilan,permohonan,petisi,pinangan,pinta,rayuan,rekes,seruan,suruhan,tempahan,undangan",,,
undangan,"ajakan,invitasi,jemputan,pelawaan,uleman,anjuran,imbauan,lambaian,,panggilan,permintaan,seruan",,,
pesuruh,"abdi,benduan,bibi,budak,bujang,hamba,jongos,juru,kaki,kacung,kawula,khadam,pelayan,pembantu,pramuwisma,sahaya,tambi,barid,kurir,utusan",,,
